fazla_kilo,tarih,cim,pist,grup,kgs,en_iyi_derece_farkli_hipodrom,hipodrom_key,hava_durumu,son800,en_iyi_derece,fark,gec_cikis_boy,agf1_sira,kum,kosu_kodu,cins_detay,handikap,sonuc,son6,agf1,gece,mesafe,at_adi,jokey_kodu,ganyan,agf2,yas,kilo,apranti_kilo_indirimi,cim_pist_agirlik,kum_pist_agirlik,no,at_key,jokey_adi,yaris_key,nem,sahip_adi,sahip_kodu,antrenor_adi,antrenor_kodu,yetistirici_adi,derece,sicaklik,yaris_kosu_key,saat,son20,kosmaz,at_sayisi,taki,agf2_sira,start
2,07/04/2025,,kum,4 ve Yukarı İngilizler,21,false,SANLIURFA,Çok Bulutlu,0.51.40-0.51.68,1.29.89,,,5,Normal,216198,KV-6,76,8,K1K9K1K1K2K4,4.66,true,1400,ÖZAY SILAŞARA,2496,"13,75",<nil>,4y a k,55,0,0,0,10,baffcdddcaae638c675f71a7e502944a,HASAN ALTUNDAĞ,f9b7c2bd169f6a012ed72751db61d2d1,22,ALİ ÇİZİK,15875,TURĞUT ÇİZİK,2859,CEVDET AYIKÖZ,1.37.20,25,d684087d756a41319d4b0abec989c11d,19:30,18,false,11,KG SK,<nil>,4
0,07/04/2025,,kum,4 Yaşlı Araplar,12,false,SANLIURFA,Çok Bulutlu,1.00.84-1.01.72,2.21.12,"5,5 Boy",,4,Normal,216200,Handikap 15,46,2,K8K8K2K1K2K3,10.61,true,1800,DERBEDER ALİ,540,"9,25",<nil>,4y a  a,56.5,0,0,0,5,6f1f80424712c4b5745ed1fa9080a364,NECMİ ALTIN,f9b7c2bd169f6a012ed72751db61d2d1,22,İSMAİL GÜRLER,8625,MUHARREM SUSEN,2884,İSMAİL GÜRLER,2.11.32,25,ba4f658bdcaf3b4e577de1d7e3c76094,21:00,18,false,13,KG DB SK,<nil>,3
0,26/04/2025,,kum,4 ve Yukarı Araplar,17,true,DBAKIR,Parçalı Bulutlu,1.05.84,2.08.24,,,5,Normal,216738,ŞARTLI 3,56,9,K2K1K9K3K6K1,9.24,true,1700,BALLIYARIM,2716,"10,30",<nil>,5y a k,60.5,3,0,0,1,d623add0856c96b30c7bbc5ac52aae1f,YUNUS ÇELİKBAŞ,21d8d5757e3547cbfee2d7024918e412,50,FERHAT BİNİCİ,12040,MEHMET KAYA,2830,FEME HAY.TAR.LTD.ŞTİ.,Derecesiz,15,9c8f2a11d48ef744d40c66477c0d0de8,22:00,20,false,9,K,<nil>,7
0,09/04/2025,,kum,4 ve Yukarı Araplar,56,true,ELAZIG,Çok Bulutlu,1.00.84-1.01.88,1.25.49,4 Boy,,2,Normal,216229,Handikap 15,49,1,K2K2K1K9K3K6,14.19,true,1200,BALLIYARIM,2378,"6,20",<nil>,5y a k,60,0,0,0,5,d623add0856c96b30c7bbc5ac52aae1f,İSA AKYAVUZ,5ffe028a36c5899951aa15d8cf191724,58,FERHAT BİNİCİ,12040,FURKAN YALÇINKAYA,2974,FEME HAY.TAR.LTD.ŞTİ.,1.29.29,20,7de91d5fc3f14fdb8dbad9945fd1d75f,19:00,17,false,12,K,<nil>,9
0.1,06/04/2025,Normal,kum,4 ve Yukarı İngilizler,12,false,ADANA,Çok Bulutlu,0.53.49-0.54.68,2.03.35,,,4,Normal,216179,Handikap 16,61,5,K0K1K8K5K5K8,13.01,false,1900,MOZART,958,"6,30",12.48,4y d  a,56,0,3.3,0,5,01037b8ac2317d6bf84de6412311419a,MÜSLÜM ÇELİK,3ff35ccc4d48ce9e1c56dd7b1ca204bf,52,OSMAN ZİYA TEKİNALP,8641,SERHAT POLAT,2866,MURAT AKÇA,2.06.12,22,36b2808616d8d956a6ffab2071df0d18,15:30,16,false,10,DB SK DS,4,10
0,14/05/2025,,kum,3 Yaşlı İngilizler,21,false,ELAZIG,Çok Bulutlu,0.57.68-0.58.84,,Yarım Boy,,4,Sulu,217138,Maiden,33,4,K0K5K6K4K5K4,8.17,true,1700,BRO BORA,1081,"9,45",<nil>,3y a  e,60,0,0,0,2,36582d36910fb2b3045a3c124cbf0f28,MEHMET DOĞAN,3391367c6707f610004ce9396bc42c36,45,ABDULVEHAP AKDAĞ,11733,MEHMET KAYA,2830,SONGÜL ŞİMŞEK,2.00.19,20,303f9cecdfddb5a0c836c0c20934be91,18:30,16,false,12,KG SK,<nil>,2
0,12/05/2025,,kum,3 ve Yukarı İngilizler,21,false,SANLIURFA,Parçalı Bulutlu,0.56.44-0.57.52,2.38.22,,,4,Normal,217104,ŞARTLI 3,66,5,K0K3K5K1K2K3,10.30,true,2100,TRADER,2716,"9,35",9.12,5y a  a,60.5,3,0,0,1,b943f555efa190e98a9a7f89f13018b4,YUNUS ÇELİKBAŞ,dd688e674d751e6c56b24f30e862fc92,25,MEHMET GARİP BECENE,13931,SALİH BECENE,2965,SEVGİ SELÇUKOĞLU,2.25.02,30,1e809cdb1f8f3cc641a634e5c97a9b04,19:30,18,false,14,DB,5,3
0,14/04/2025,,kum,4 Yaşlı Araplar,7,false,SANLIURFA,Çok Bulutlu,1.02.36-1.02.68,,Burun,,1,Normal,216403,Handikap 15,48,2,K8K2K1K2K3K2,22.34,true,1900,DERBEDER ALİ,540,"2,85",<nil>,4y a  a,57.5,0,0,0,3,6f1f80424712c4b5745ed1fa9080a364,NECMİ ALTIN,b983f92911e49d9072188691015fd86b,49,İSMAİL GÜRLER,8625,MUHARREM SUSEN,2884,İSMAİL GÜRLER,2.22.02,14,44d5ab86985a67cbbc59a00646a7b5a6,18:30,18,false,10,KG DB SK,<nil>,2
0.2,17/04/2025,Normal,kum,3 ve Yukarı İngilizler,11,false,ANKARA,Açık,0.49.13-0.49.19,,"1,5  Boy",,<nil>,Normal,216486,KV-7,94,4,K2K4K4K4K5K6,<nil>,false,2000,COUNTACH,2500,"7,25",8.67,4y d  a,56,0,3.3,0,5,87d33fc2256e0dadfacad0d3f3956de6,MEHMET SALİH ÇELİK,4e79a394f4df5396b624e12125e3eb33,39,GÜLİZAR YANIK,18375,CASIM KATI,2430,KAAN KÖYLÜ,2.09.67,20,9acb8cf24647b9f3b398da3772e43345,17:00,16,false,7,SK,4,4
0,19/04/2025,Çok Yumuşak,cim,3 ve Yukarı İngilizler,16,false,ANKARA,Hafif Yağmurlu,0.47.68,1.37.07,,,8,Nemli,216547,ŞARTLI 4,43,6,K3K0K6K9K8K6,0.90,false,1600,DERKO,450,"45,10",<nil>,4y d  a,56,0,4.1,0,5,4befd135e6346428a367ba7c1fa076ab,MÜCAHİT BAYIR,c96704bc5e086735e3f7d937a7df7d97,78,BAHAR BAŞ,12096,AYKUT ECEVİT BAŞ,94,SELAHADDİN DİNÇEL,1.40.86,14,158488ae662197ce3bbcab0170f20893,13:30,13,false,8,KG DB SK,<nil>,6
0,14/05/2025,,kum,4 ve Yukarı Araplar,18,false,ELAZIG,Çok Bulutlu,1.02.64-1.3.48,2.08.24,"2,5 Boy",,<nil>,Sulu,217148,ŞARTLI 4,56,4,K1K9K3K6K1K9,<nil>,true,1700,BALLIYARIM,2378,"12,35",6.52,5y a k,60,0,0,0,2,d623add0856c96b30c7bbc5ac52aae1f,İSA AKYAVUZ,3391367c6707f610004ce9396bc42c36,45,FERHAT BİNİCİ,12040,MEHMET KAYA,2830,FEME HAY.TAR.LTD.ŞTİ.,2.07.21,20,45bf4f491ec811c15a9f22b10d97280f,21:30,19,false,14,K,8,4
2,16/04/2025,,kum,2 Yaşlı İngilizler,,false,ELAZIG,Çok Bulutlu,0.52.20,,"1,5  Boy",,6,Normal,216427,Maiden,,4,,3.86,true,1000,NİFPAR,1504,"15,65",<nil>,2y d  d,55,0,0,0,7,ce253be632f9a4dab64a99a91acfa00e,İSA KATAR,a76a746390a0d5eea795480eb8f467b6,43,REŞİT KARAKEÇİLİ,10155,MEHMET ALTIN,2907,MURAT ALMAZ,1.10.47,16,fce212f76ac958dfb33a59caf61d7b81,17:45,20,false,8,,<nil>,6
0,30/04/2025,,kum,4 ve Yukarı Araplar,7,true,ELAZIG,Çok Bulutlu,1.04.04-1.04.92,2.15.39,,,<nil>,Normal,216829,Handikap 15,53,9,K0K0K0K0K9K8,<nil>,true,1900,KOPKAPTAR,522,"15,35",2.96,10y a  a,62,0,0,0,2,0f847aae1764632db4cb52a6500ef2ca,MEHMET TAŞKAYA,e2a4f5efaf0dca7aadad07ec87c1bd46,46,EMRAH CANPOLAT,17492,HÜSEYİN SUNKAR,3040,BÜLENT ÇONAY,2.43.68,21,bf5ddb2ddd65d3e1c8e43d0c21b9cfe2,21:30,14,false,12,KG SK,9,11
2,30/04/2025,,kum,4 ve Yukarı Araplar,8,true,ELAZIG,Çok Bulutlu,1.04.04-1.04.92,2.19.51,,,<nil>,Normal,216829,Handikap 15,39,11,K7K9K0K6K3K3,<nil>,true,1900,QUATRO,2496,"3,30",6.11,5y a  a,55,0,0,0,10,77ca07f6d8a450f7f3c32142589d38e0,HASAN ALTUNDAĞ,e2a4f5efaf0dca7aadad07ec87c1bd46,46,ERKUT ŞAHİN,848,TUĞRUL TAHTA,2818,ERKUT ŞAHİN,2.49.05,21,bf5ddb2ddd65d3e1c8e43d0c21b9cfe2,21:30,9,false,12,KG DB SK,1,10
0,22/04/2025,,kum,4 ve Yukarı Araplar,20,false,ELAZIG,Çok Bulutlu,1.03.36-1.05.64,2.03.19,"1,5  Boy",,2,Normal,216639,Handikap 14,39,3,C9K7K9K0K6K3,18.48,true,1600,QUATRO,2378,"4,50",21.22,5y a  a,60.5,0,0,0,3,77ca07f6d8a450f7f3c32142589d38e0,İSA AKYAVUZ,e0bf57bb627514eb26c3981dfdcdba02,33,ERKUT ŞAHİN,848,TUĞRUL TAHTA,2818,ERKUT ŞAHİN,2.04.71,24,b42de815ac6defa456d630089438c5b3,19:00,10,false,11,KG DB SK,2,4
0,05/05/2025,,kum,4 ve Yukarı Araplar,21,false,SANLIURFA,Parçalı Bulutlu,1.01.24-1.02.44,2.31.73,5 Boy,,<nil>,Normal,216976,Handikap 15,50,1,K2K1K2K3K2K2,<nil>,true,2000,DERBEDER ALİ,267,"1,60",50.99,4y a  a,58,0,0,0,7,6f1f80424712c4b5745ed1fa9080a364,FERİT YARDIMCI,f3e3d773de6aa9e3dc3002ca54f67584,25,İSMAİL GÜRLER,8625,MUHARREM SUSEN,2884,İSMAİL GÜRLER,2.28.40,26,770ca3a73732d85a4f32f06814e47073,21:00,19,false,9,KG DB SK,1,2
0,05/05/2025,,kum,3 Yaşlı Araplar,13,false,SANLIURFA,Parçalı Bulutlu,0.57.56-0.57.92,,,,<nil>,Normal,216958,Maiden,,<nil>,K6,<nil>,true,1100,SEYRANTAY,2324,,4.34,3y k  d,55,0,0,0,13,54c118cbb9d44ec84b8df2cb1b290e2f,MEHMET EMİN DOĞAN,f3e3d773de6aa9e3dc3002ca54f67584,25,GALİP DOĞAN,7806,MEHMET GÜNDÜZ,2812,MAHMUT DOĞAN,,26,05936b917d501276581287c5cc57d298,21:30,19,true,15,KG K,15,4
0.1,13/04/2025,Normal,kum,4 ve Yukarı İngilizler,7,true,ADANA,Az Bulutlu,0.51.31-0.51.51,1.35.71,1 Boy,,<nil>,Normal,216359,ŞARTLI 5,61,4,K1K8K5K5K8K5,<nil>,true,1500,MOZART,2378,"25,05",0.84,4y d  a,55,0,3.3,0,6,01037b8ac2317d6bf84de6412311419a,İSA AKYAVUZ,f337b40498672232ef52fdfe9556d25f,25,OSMAN ZİYA TEKİNALP,8641,SERHAT POLAT,2866,MURAT AKÇA,1.36.38,22,bceb98b6855c7c81d9bb9adf5ba13bab,21:00,15,false,7,DB SK DS,7,7
1.5,13/04/2025,Normal,cim,4 ve Yukarı Araplar,18,false,ADANA,Az Bulutlu,0.54.34,,,,<nil>,Normal,216367,Handikap 16,51,9,K3K5K0K7K0K6,<nil>,true,1800,IRMAK BEYİ,2978,"6,35",10.43,5y a  a,52.5,0,3.3,0,5,a8aec4507303331df1988506bc1d28a9,ERAY ÇİZİK,f337b40498672232ef52fdfe9556d25f,25,HÜSEYİN BECENE,16617,MUHARREM SUSEN,2884,ZÜBEYDE ÇEÇAN,2.02.99,22,6f832c46acbd05ddb8a40eff74f3ad37,21:30,13,false,14,KG K DB,4,6
0,23/04/2025,,kum,4 ve Yukarı Araplar,7,false,ELAZIG,Açık,,2.15.47,,,6,Normal,216644,Handikap 16,55,8,K1K0K0K0K0K9,6.42,true,1800,KOPKAPTAR,2872,"14,70",<nil>,10y a  a,58.5,0,0,0,6,0f847aae1764632db4cb52a6500ef2ca,AZİZ AKDEMİR,5d0bbc474427f429f5cd44ac4ccb368b,37,EMRAH CANPOLAT,17492,HÜSEYİN SUNKAR,3040,BÜLENT ÇONAY,2.33.63,22,6bf7c5e357adac7d4eacc417e5d515de,19:45,15,false,10,KG SK,<nil>,6
0,14/04/2025,,kum,3 Yaşlı Araplar,,false,SANLIURFA,Çok Bulutlu,0.56.68,,,,2,Normal,216391,Maiden,,7,,11.86,true,1000,AĞASAÇAN,540,"7,65",9.81,3y a  e,57,0,0,0,1,86b5062d21c930c88582ef9bae70cf08,NECMİ ALTIN,b983f92911e49d9072188691015fd86b,49,GÜNAYDIN SAÇAN,3206,OSMAN DEMİR,2892,GÜNAYDIN SAÇAN,1.13.64,14,8ac56f60a9081d230721e9c07e0b036b,19:00,20,false,15,KG SK,2,3
0,22/04/2025,,kum,3 ve Yukarı İngilizler,7,false,ELAZIG,Çok Bulutlu,0.56.40,1.50.64,"1,5  Boy",,4,Normal,216632,ŞARTLI 3,61,1,K0K5K7K0K0K2,9.33,true,1600,KING OF THE CITY,1504,"6,45",9.59,4y a  a,57,0,0,0,8,3cdfb26d8e8585164b9dadbb34d0cb76,İSA KATAR,e0bf57bb627514eb26c3981dfdcdba02,33,MEHMET KAYA,12140,MEHMET KAYA,2830,FATİME KÜÇÜKÇAY,1.46.89,24,6e6f8169d53beae785f0802c9e0d3459,19:30,12,false,11,DB SK,4,6
0,31/05/2025,Çok Yumuşak,cim,3 Yaşlı Araplar,30,false,ANKARA,Çok Bulutlu,0.53.92-0.54.13,,,,<nil>,Normal,217579,Maiden,,11,C0,<nil>,false,1200,CAFCAF KIZI,958,"30,15",1.53,3y a  d,57,0,4,0,1,e3a0e7e6b9947d1a58c55337ae2ce6fa,MÜSLÜM ÇELİK,1ef5c90534ecb4b12ea0ad3ed23af308,56,AHMET MİZAN,18034,RAMAZAN TAŞDELEN,2392,İSMAİL ŞAHİN,1.36.90,20,5ab5d811b9efa08900e145ea93c89039,17:30,19,false,11,KG K,9,8
0.2,10/05/2025,,kum,3 ve Yukarı İngilizler,11,false,DBAKIR,Az Bulutlu,1.00.04-1.02.52,,18 Boy,,1,Normal,217076,Handikap 13,27,1,K0K9K3,46.85,true,1700,TRIBAL CHIEF,522,"1,40",<nil>,4y d  a,59,0,0,0,8,952b2d1fe58caede22cfca12863d6d10,MEHMET TAŞKAYA,feaec9a3a9ffa46746d68843b75f31fa,21,ALİ BAKIR,6890,MUHAMMED BULUÇ,2958,VEHBİ HAKAN KELEŞ,2.02.61,26,f7f86dcafa66d83a2c20f90ab508b6e5,22:30,17,false,8,DB SK,<nil>,7
2,07/05/2025,,kum,2 Yaşlı İngilizler,21,false,ELAZIG,Az Bulutlu,0.52.80-0.54.04,1.10.47,"4,5 Boy",,<nil>,Normal,216998,Maiden,,3,K4,<nil>,true,1000,NİFPAR,1504,"13,05",4.82,2y d  d,55,0,0,0,8,ce253be632f9a4dab64a99a91acfa00e,İSA KATAR,c102df5e86eb19a58c6aad640cd5761b,33,REŞİT KARAKEÇİLİ,10155,MEHMET ALTIN,2907,MURAT ALMAZ,1.08.57,24,6b10318bd6abf89546c5aaded63bc784,21:00,19,false,8,,5,2
0,21/05/2025,,kum,3 Yaşlı Araplar,29,false,ELAZIG,Açık,1.03.80-1.04.12,,,5 Boy,2,Normal,217331,Maiden,,7,K5,21.83,true,1100,KARAZEMİN GÜLÜ,1288,"3,90",21.94,3y a  d,57,0,0,0,3,da83ce9359cb4e12e9217bf28d3e2bc9,HÜSEYİN ALTUNKILIÇ,9c72c0abe0f48be5c796b064c89be747,21,MAHMUT KARAKEÇİLİ,13981,MUHARREM SUSEN,2884,MAHMUT TARAÇ,1.28.07,26,b449a6a1ca283a924dd2b994eb07bb9b,20:30,19,false,9,KG K,2,3
1.7,21/05/2025,,kum,3 ve Yukarı İngilizler,14,true,ELAZIG,Açık,0.56.40-0.57.44,1.40.73,,,<nil>,Normal,217341,Handikap 14,28,8,C0K4K6K4K8K9,<nil>,true,1600,REAL EFFECT,267,"8,30",8.05,4y k  a,54.5,0,0,0,13,5f636d353990d09c23577bc6aa8d93f5,FERİT YARDIMCI,9c72c0abe0f48be5c796b064c89be747,21,PELİN EKER KARAMAN,19247,ESER YILDIRIM,2959,TRACY KAYAHAN,1.51.84,26,47f3be505bb45bc9d75c4233e7f196ce,21:30,12,false,14,KG SK,4,12
0,10/05/2025,Normal,kum,3 ve Yukarı İngilizler,13,false,ANKARA,Parçalı Bulutlu,0.52.12-0.52.38,1.29.71,,,6,Normal,217062,Handikap 15,61,5,K5K5K8K5K4K6,5.57,false,1400,MOZART,2704,"8,85",<nil>,4y d  a,60.5,2,3.3,0,3,01037b8ac2317d6bf84de6412311419a,KADİR DEMİREL,1c9e5aa355e406fa6f61adec2a4cf88d,45,OSMAN ZİYA TEKİNALP,8641,ADNAN POLAT,2962,MURAT AKÇA,1.30.30,25,2af16954df0277854f5414e444b8bca8,14:30,15,false,9,DB SK DS,<nil>,9
1.7,12/05/2025,,kum,3 ve Yukarı İngilizler,296,false,SANLIURFA,Parçalı Bulutlu,0.56.44-0.57.52,,,,11,Normal,217104,ŞARTLI 3,46,8,K2K1K1K9C6C5,0.93,true,2100,DAYWALKER,2320,"27,45",0.83,4y d  a,54,3,0,0,9,a916084588dba595ef985689786ec8eb,FETHULLAH FELHAN,dd688e674d751e6c56b24f30e862fc92,25,ŞEYHMUS KARAKAN,11533,MUHARREM SUSEN,2884,NİMET ARİF KURTEL,2.26.28,30,1e809cdb1f8f3cc641a634e5c97a9b04,19:30,17,false,14,KG DB SK,12,7
1.5,11/06/2025,,kum,3 Yaşlı İngilizler,61,false,ELAZIG,Az Bulutlu,0.53.16-0.54.44,,,,7,Normal,217825,Maiden,15,11,C9K0K6K0,2.89,true,1200,BETULLA,1081,"16,20",2.69,3y d d,56,0,0,0,9,f962067a77d6d116734caba5ab8b474d,MEHMET DOĞAN,5fce0fd5cbedc677fdf7f70c32a96208,18,SELAMİ NURAL,6095,MUHAMMET YILDIRIM,2356,NİLAY KARADAĞ,1.27.10,33,1ab22bacdfe783fbd09a1ef32133d810,19:00,16,false,13,KG K DB,7,7
0.9,17/05/2025,Normal,cim,3 Yaşlı Araplar,16,false,ANKARA,Çok Bulutlu,0.49.92,,3 Boy,,9,Normal,217217,Maiden,,3,C9,1.30,false,1000,BELALI CİBEK,1104,"59,80",<nil>,3y k  e,57,0,3.3,0,2,a5714d76070e6436a578e3e16d730ad0,VELAT DEMİR,21c026ceb3a833d57ec59516729b8479,32,VEYSİ KABAL,7334,ERDAL AKYAVUZ,271,RAMAZAN CİBEK,1.04.55,23,0a996b7c396c308b849009157bff5c33,13:30,19,false,12,KG DB SK,<nil>,6
0.9,02/04/2025,,sentetik,4 ve Yukarı Araplar,7,false,ISTANBUL,Çok Bulutlu,0.53.57,2.25.71,,,7,Normal,216121,ŞARTLI 5,31,7,K7K7K5K9K8K0,0.96,false,2100,ÇAĞLAYANŞELALE,3064,"39,70",<nil>,8y a k,54,2.5,0,0,2,f8c3558baab8a7644027ce6129770710,MEHMET ALİ AKGÖBEK,75325473314d2e5cfdf10e0ab004e1af,87,İSRAFİL FELHAN,15833,BETÜL YILDIRIM,3016,FEME HAY.TAR.LTD.ŞTİ.,2.28.65,11,1d253d2966f1ba6e1df644b5f4e4c500,15:00,2,false,7,KG K DB,<nil>,1
0,26/03/2025,,kum,4 Yaşlı Araplar,16,false,SANLIURFA,Parçalı Bulutlu,0.57.60-0.58.04,1.48.86,6 Boy,,<nil>,Normal,216001,ŞARTLI 5,46,3,K4K8K8K2K1K2,<nil>,true,1400,DERBEDER ALİ,540,"14,70",<nil>,4y a  a,55,0,0,0,5,6f1f80424712c4b5745ed1fa9080a364,NECMİ ALTIN,87079b9d4109a9407c0aa307004fb2cd,25,İSMAİL GÜRLER,8625,MUHARREM SUSEN,2884,İSMAİL GÜRLER,1.40.82,25,fe25a1d5d0aa0fe84855d44ad8a4b74d,18:30,19,false,7,KG DB SK,<nil>,4
0,26/03/2025,,kum,4 ve Yukarı Araplar,9,true,SANLIURFA,Parçalı Bulutlu,1.01.32-1.02.12,2.21.29,2 Boy,3 Boy,10,Normal,216004,Handikap 16,63,4,K8K1K9K0K2K0,2.85,true,1900,MUŞFIRTINASI,2696,"21,95",<nil>,5y k  a,60.5,2,0,0,2,10f6bd08deff342313bd59d0c00e1c6e,BURHAN SARIDAL,87079b9d4109a9407c0aa307004fb2cd,25,GÜNAYDIN SAÇAN,3206,SALİH BECENE,2965,KUTBETTİN SAÇAN,2.22.19,25,789bec9c675858285176921a7569fc19,21:30,16,false,18,KG K,<nil>,9
0.5,26/03/2025,,kum,4 ve Yukarı Araplar,14,true,SANLIURFA,Parçalı Bulutlu,1.01.32-1.02.12,2.20.08,,,14,Normal,216004,Handikap 16,53,6,C2K3K5K0K7K0,1.51,true,1900,IRMAK BEYİ,918,"26,70",<nil>,5y a  a,57.5,0,0,0,17,a8aec4507303331df1988506bc1d28a9,SAMİ KAPLAN,87079b9d4109a9407c0aa307004fb2cd,25,HÜSEYİN BECENE,16617,MUHARREM SUSEN,2884,ZÜBEYDE ÇEÇAN,2.22.66,25,789bec9c675858285176921a7569fc19,21:30,14,false,18,KG K DB,<nil>,14
0,26/03/2025,,kum,4 ve Yukarı Araplar,9,true,SANLIURFA,Parçalı Bulutlu,1.01.32-1.02.12,2.15.39,,,8,Normal,216004,Handikap 16,57,12,K5K4K1K0K0K0,3.99,true,1900,KOPKAPTAR,1504,"11,35",<nil>,10y a  a,59.5,0,0,0,11,0f847aae1764632db4cb52a6500ef2ca,İSA KATAR,87079b9d4109a9407c0aa307004fb2cd,25,EMRAH CANPOLAT,17492,İSMAİL ÇEÇAN,3011,BÜLENT ÇONAY,2.30.43,25,789bec9c675858285176921a7569fc19,21:30,17,false,18,KG SK,<nil>,8
2,26/03/2025,,sentetik,4 ve Yukarı Araplar,14,false,ISTANBUL,Çok Bulutlu,0.52.39-0.53.01,1.27.32,,,12,Normal,216010,Handikap 15,33,10,K8K7K7K5K9K8,1.36,false,1300,ÇAĞLAYANŞELALE,2874,"39,05",1.45,8y a k,50,0,0,0,13,f8c3558baab8a7644027ce6129770710,ÇAĞLAR TAŞCI,d8928d153dfeb92004e2b6632fb07fb0,68,İSRAFİL FELHAN,15833,BETÜL YILDIRIM,3016,FEME HAY.TAR.LTD.ŞTİ.,1.27.53,16,c2f7796ac2c5f1b08aad2f7ec34b14e4,16:00,3,false,15,KG DB SK,13,5
0,16/04/2025,,kum,3 ve Yukarı İngilizler,62,false,ELAZIG,Çok Bulutlu,0.55.36-0.55.64,,,,8,Normal,216455,Handikap 15,39,12,K2K1C8K0K9,4.40,true,1500,MEGA VELA,540,"18,40",3.86,4y d  a,55.5,0,0,0,11,26284d5913155baa37f61562d8ea7260,NECMİ ALTIN,a76a746390a0d5eea795480eb8f467b6,43,MEHMET NARÇİN,3560,MEHMET ALTIN,2907,HASAN HÜSEYİN TEMEL,1.48.07,16,016f79ed2241811fba6c409b69ee67e4,19:00,17,false,13,DB SKG SK,8,5
0,16/04/2025,,kum,3 ve Yukarı İngilizler,14,true,ELAZIG,Çok Bulutlu,0.54.92-0.55.68,1.43.90,,,5,Normal,216454,G 3,66,5,K1K1K6K4K7K3,4.14,true,1600,SON OF SAVER,2496,"21,05",4.32,4y d  a,58,0,0,0,13,69d2208ac0e05883e0df95129c2a9449,HASAN ALTUNDAĞ,a76a746390a0d5eea795480eb8f467b6,43,ERHAN AK,13398,FURKAN YALÇINKAYA,2974,AHMET BAKIR,1.48.15,16,f056f927056a2be69387522b74c19974,20:00,16,false,13,DB SK,6,3
0,07/04/2025,,kum,4 ve Yukarı İngilizler,14,true,SANLIURFA,Çok Bulutlu,0.53.08,1.31.01,Boyun,,6,Normal,216209,Handikap 16,65,2,K6K8K0K3K5K1,10.26,true,1400,TRADER,2884,"8,15",<nil>,5y a  a,63,0,0,0,1,b943f555efa190e98a9a7f89f13018b4,MEHMET ŞAKİR,f9b7c2bd169f6a012ed72751db61d2d1,22,MEHMET GARİP BECENE,13931,SALİH BECENE,2965,SEVGİ SELÇUKOĞLU,1.30.06,25,d9db1bcd4afaeaa03c98f1137838243d,19:00,20,false,12,DB,<nil>,5
0.2,11/04/2025,,kum,3 Yaşlı İngilizler,13,false,BURSA,Az Bulutlu,0.52.37-0.52.92,,,,<nil>,Normal,216260,Maiden,15,10,C9K0K6,<nil>,false,1400,BETULLA,3095,"58,85",0.97,3y d  d,52,4,0,0,11,f962067a77d6d116734caba5ab8b474d,YİĞİTCAN GÖKÇE,0708bc1ed632adb4dcedd3e037fe276c,50,CEM HAYRETTİN KEÇİK,11892,MUSTAFA SANDIKCI,1550,NİLAY KARADAĞ,1.34.71,8,d9ebd04ebfab40a909de290a6b1ee248,18:00,17,false,14,KG SK,13,9
0,24/04/2025,Normal,kum,3 ve Yukarı İngilizler,7,false,ANKARA,Az Bulutlu,0.52.16-0.52.71,,,,<nil>,Normal,216676,Kısa Vade Handikap 24,94,5,K4K4K4K5K6K4,<nil>,false,1500,COUNTACH,2869,"6,60",2.45,4y d  a,55.5,0,3.3,0,6,87d33fc2256e0dadfacad0d3f3956de6,ALİ YILDIZ,19135c0b513ec2ba74de2e04c5b1e683,54,GÜLİZAR YANIK,18375,CASIM KATI,2430,KAAN KÖYLÜ,1.35.12,20,d7ca6de965f1aecd35ee6b2ca563a3ab,17:00,16,false,8,SK,3,7
0,15/04/2025,,kum,3 ve Yukarı İngilizler,34,false,ELAZIG,Çok Bulutlu,0.56.88-0.57.28,,11 Boy,,6,Sulu,216413,Handikap 16,60,2,K4K0K5K7K0K0,7.60,true,1900,KING OF THE CITY,1504,"8,30",7.91,4y a  a,59,0,0,0,6,3cdfb26d8e8585164b9dadbb34d0cb76,İSA KATAR,0ae9ab1cd3d68e342f079e3a63d8eccf,88,MEHMET KAYA,12140,MEHMET KAYA,2830,FATİME KÜÇÜKÇAY,2.09.39,8,1a7480de36dda8eea95b9e3e09ed1484,19:30,12,false,9,DB SK,6,8
0,27/04/2025,Çok Yumuşak,kum,3 ve Yukarı İngilizler,14,false,ADANA,Açık,0.53.17-0.53.70,2.14.07,,,2,Normal,216761,Handikap 16,61,6,K8K5K5K8K5K4,15.99,true,2000,MOZART,958,"5,60",15.72,4y d  a,56.5,0,4,0,5,01037b8ac2317d6bf84de6412311419a,MÜSLÜM ÇELİK,464d08471a728a4d37bf829dde6a6ef1,55,OSMAN ZİYA TEKİNALP,8641,SERHAT POLAT,2866,MURAT AKÇA,2.14.65,27,7d1af262ec87ba428f2859c0f302bf9a,19:30,16,false,12,DB SK DS,2,12
0,21/04/2025,,kum,3 ve Yukarı İngilizler,14,false,SANLIURFA,Açık,0.55.88-0.57.04,2.06.30,4 Boy,,1,Normal,216613,ŞARTLI 4,66,3,K8K0K3K5K1K2,21.02,true,1900,TRADER,2884,"3,10",20.98,5y a  a,59.5,0,0,0,3,b943f555efa190e98a9a7f89f13018b4,MEHMET ŞAKİR,a7b3514ef3a85b6d979dbfc2abbebaa7,13,MEHMET GARİP BECENE,13931,SALİH BECENE,2965,SEVGİ SELÇUKOĞLU,2.08.57,28,4f8c248f3f699a40e42e710f3586d89e,20:00,19,false,10,DB,1,2
