fazla_kilo,tarih,cim,pist,grup,kgs,en_iyi_derece_farkli_hipodrom,hipodrom_key,hava_durumu,son800,en_iyi_derece,fark,gec_cikis_boy,agf1_sira,kum,kosu_kodu,cins_detay,handikap,sonuc,son6,agf1,gece,mesafe,at_adi,jokey_kodu,ganyan,agf2,yas,kilo,apranti_kilo_indirimi,cim_pist_agirlik,kum_pist_agirlik,no,at_key,jokey_adi,yaris_key,nem,sahip_adi,sahip_kodu,antrenor_adi,antrenor_kodu,yetistirici_adi,derece,sicaklik,yaris_kosu_key,saat,son20,kosmaz,at_sayisi,taki,agf2_sira,start
0,01/09/2025,,kum,4 ve Yukarı Araplar,7,true,ELAZIG,Açık,1.02.56-1.03.26,2.26.94,5 Boy,,4,Normal,219624,Handikap 14,42,2,K3K8K2K1K2K4,9.91,true,2000,ÇAĞLAYANŞELALE,540,"6,90",8.70,8y a k,63,0,0,0,1,f8c3558baab8a7644027ce6129770710,NECMİ ALTIN,a853e8080242a9ef345416f9269b53a9,14,İSRAFİL FELHAN,15833,HAKAN ATAKAYA,3045,FEME HAY.TAR.LTD.ŞTİ.,2.32.09,38,71440d2512434dd20bdbfc94e9661acd,19:00,18,false,10,DB SK,5,1
0,29/09/2025,,kum,2 Yaşlı İngilizler,14,false,SANLIURFA,Açık,0.57.83,,Burun,,4,Normal,220221,Maiden,,3,K9K4,9.26,true,1400,MAVERICK SHADOW,2378,"7,60",<nil>,2y d e,57,0,0,0,7,2b41deb9437623ce32910f1f4b585990,İSA AKYAVUZ,5c48cb73ac24e5842113f3aad8173323,15,BAKİ BAKIR BOYRAZ,15584,MEHMET EMİN SARIDAL,2717,ÖZER BOYRAZ,1.40.90,30,8a8c0ae91a70fd7e7db9116021c6881c,17:45,18,false,12,DB SKG SK,<nil>,7
0,01/09/2025,,kum,2 Yaşlı İngilizler,28,true,ELAZIG,Açık,0.53.19-0.54.65,1.18.70,2 Boy,,5,Normal,219630,Handikap 13,32,2,K2K2K1K4K4,6.29,true,1200,ONCHAO,540,"11,00",5.85,2y a d,56.5,0,0,0,7,a0c7e2d7ab41cd28b852422740e13e78,NECMİ ALTIN,a853e8080242a9ef345416f9269b53a9,14,TARIK KAR,21878,MUHARREM SUSEN,2884,BAYRAM ÖZÇELİK,1.18.13,38,4e2f794d44344f211b32ac65c49f4977,20:30,18,false,7,KG SK,5,3
0,27/08/2025,,kum,2 Yaşlı İngilizler,14,false,ELAZIG,Açık,0.52.07-0.52.18,1.26.36,,,10,Normal,219492,Maiden,,12,K0,0.95,true,1200,SIWARO,1288,"48,10",1.15,2y d e,57,0,0,0,7,3bc16242435cec63b59ba3865247d023,HÜSEYİN ALTUNKILIÇ,2896c672a8521da4b41c598e2708b950,19,FERHAT BİNİCİ,12040,FURKAN YALÇINKAYA,2974,SERVET BİNİCİ,1.27.38,35,764c9a2dd6cb2e99602d6f074bb86060,19:30,19,false,12,KG SK,10,7
0,27/08/2025,,kum,4 ve Yukarı Araplar,9,false,ELAZIG,Açık,1.02.30-1.02.49,2.07.21,Yarım Boy,,<nil>,Normal,219499,ŞARTLI 5,52,4,K7K0K4K5K6K4,<nil>,true,1700,BALLIYARIM,1288,"15,70",2.57,5y a k,58,0,0,0,9,d623add0856c96b30c7bbc5ac52aae1f,HÜSEYİN ALTUNKILIÇ,2896c672a8521da4b41c598e2708b950,19,FERHAT BİNİCİ,12040,FURKAN YALÇINKAYA,2974,FEME HAY.TAR.LTD.ŞTİ.,2.07.43,35,aa5971e89caceede8e2bf552e3b0ee9b,21:00,14,false,12,K,10,7
0.1,30/07/2025,,kum,2 Yaşlı İngilizler,21,false,ELAZIG,Açık,0.53.67,1.23.07,,,<nil>,Normal,218917,Maiden,16,6,K4K8K5K7,<nil>,true,1200,DOĞAN KIZI,858,"41,55",1.10,2y d d,57,0,0,0,4,82fd431d3e06c21319143791a1c241f2,HALEF KATI,04da12cb459dbdd04aa224be7d5490d7,12,CEMİL ÇİZİK,22009,TURĞUT ÇİZİK,2859,YÜCEL GÜLEÇ,1.21.51,41,35d8252bf86d35dbb437c90254100b52,21:00,16,false,11,SKG SK,10,1
2,01/09/2025,,kum,3 Yaşlı Araplar,12,false,ELAZIG,Açık,1.01.05-1.01.08,1.26.13,Burun,,3,Normal,219628,Handikap 14,34,3,K2K4K1K4K3K2,18.13,true,1200,NEVALÇİÇEĞİ,2331,"4,40",<nil>,3y k d,53,1.5,0,0,4,4b95a1f0147b845651d6c976d413b019,MUHAMMED BARAN ÇAKMAK,a853e8080242a9ef345416f9269b53a9,14,EYYÜP SANCAR,16641,HAKAN ATAKAYA,3045,MUSTAFA ÇELİK,1.27.51,38,b0f74ec316f0f7b77ed87d1c158b72ec,17:45,17,false,9,KG DB SK,<nil>,3
0,27/07/2025,Normal,sentetik,4 ve Yukarı Araplar,14,false,ISTANBUL,Açık,0.53.94-0.54.99,2.19.92,,,<nil>,Normal,218878,Handikap 16,55,8,K7C4K3K9K2K0,<nil>,false,2000,GÖKKUZGUN,3094,"40,55",1.25,6y k a,52,3,3.3,0,10,a7760e01c841fc6cea7d2c75bb3765f3,YASİN ŞEREF GÜMÜŞ,8520f1a81f2c6bcd05988017217dc932,53,CUMA TEKDEMİR,16066,YASİN DEMİRKIRAN,1720,İDRİS TANYILDIZ,2.24.42,32,3eac823e056f0a3195e90e1a8f23d028,17:30,13,false,10,KG K DB,10,2
0,17/09/2025,,kum,2 Yaşlı İngilizler,21,false,ELAZIG,Açık,0.57.73-0.59.08,,"1,5  Boy",,2,Normal,219962,Maiden,,1,K5,17.55,true,1600,KÜÇÜKÇOCUK,540,"4,75",<nil>,2y d e,57,0,0,0,5,2037661fb466e1a4480c6a1ec5b289b1,NECMİ ALTIN,b812f72d5ffa477a58f5e0584337d924,17,HÜSEYİN YILDIZ,14682,GÖKHAN BALTA,1600,FUAT YILDIZ,1.51.63,31,f843a582fdacf7abcadc247b1f1bfc21,17:45,19,false,8,KG SK,<nil>,4
1.5,17/09/2025,,kum,2 Yaşlı İngilizler,9,false,ELAZIG,Açık,0.57.73-0.59.08,,10 Boy,,4,Normal,219962,Maiden,26,4,K3K2K5K3K4K5,12.40,true,1600,NİFPAR,858,"6,15",<nil>,2y d d,57,0,0,0,7,ce253be632f9a4dab64a99a91acfa00e,HALEF KATI,b812f72d5ffa477a58f5e0584337d924,17,REŞİT KARAKEÇİLİ,10155,MEHMET ALTIN,2907,MURAT ALMAZ,1.54.17,31,f843a582fdacf7abcadc247b1f1bfc21,17:45,17,false,8,K,<nil>,2
0,17/09/2025,,kum,4 ve Yukarı Araplar,14,false,ELAZIG,Açık,,1.57.92,,,<nil>,Normal,219976,Handikap 15,54,7,K5K1K5K2K2K6,<nil>,true,1600,QUATRO,267,"4,20",21.11,5y a a,63,0,0,0,2,77ca07f6d8a450f7f3c32142589d38e0,FERİT YARDIMCI,b812f72d5ffa477a58f5e0584337d924,17,ERKUT ŞAHİN,848,BAVER FAHRİOĞLU,1545,ERKUT ŞAHİN,2.04.38,31,38c9bf26a374a02088a8c96041f08b9f,21:30,18,false,16,KG DB SK,1,2
0.5,27/09/2025,,kum,3 Yaşlı Araplar,10,true,DBAKIR,Açık,,1.28.27,,,9,Normal,220186,ŞARTLI 4,33,9,K4K3K4K2K6K1,2.91,true,1200,KARAZEMİN GÜLÜ,2717,"18,30",<nil>,3y a d,57,0,0,0,10,da83ce9359cb4e12e9217bf28d3e2bc9,YUSUF CENGİZ,0db68006360d7f6408f1ab423382000e,13,MAHMUT KARAKEÇİLİ,13981,MUHARREM SUSEN,2884,MAHMUT TARAÇ,1.40.30,24,3487ca8b7cc8a30d0650bc9d6b16bad0,23:30,20,false,13,KG DB SK ÖG,<nil>,13
0,29/09/2025,,kum,2 Yaşlı İngilizler,14,false,SANLIURFA,Açık,0.57.83,,,,2,Normal,220221,Maiden,26,7,K0K7K2,25.09,true,1400,GUARDSMAN,267,"4,05",<nil>,2y d e,57,0,0,0,4,417990298d7c44482a31b52fad3019be,FERİT YARDIMCI,5c48cb73ac24e5842113f3aad8173323,15,ABDULVEHAP AKDAĞ,11733,HALİL ÇALI,2955,BİROL BULUT,1.42.84,30,8a8c0ae91a70fd7e7db9116021c6881c,17:45,17,false,12,KG DB SK,<nil>,8
0.5,17/09/2025,,kum,2 Yaşlı İngilizler,21,false,ELAZIG,Açık,1.00.37,,"2,5 Boy",,4,Normal,219963,Maiden,14,2,K6K8K4K5K7,6.98,true,1600,ORAK REİS,1081,"7,95",6.64,2y d e,57,0,0,0,3,a1fab11d615935de9f1bd7aba3c50d39,MEHMET DOĞAN,b812f72d5ffa477a58f5e0584337d924,17,İSMAİL SANCAR,9689,HAKAN ATAKAYA,3045,SERDAR KORKMAZ,1.52.04,31,97e0a36802140a5dcc190d95ef72798c,20:30,15,false,8,SKG SK,4,7
0.1,17/09/2025,,kum,3 Yaşlı Araplar,7,false,ELAZIG,Açık,1.01.98-1.02.84,1.28.27,1 Boy,,<nil>,Normal,219972,ŞARTLI 3,25,1,K7K4K3K4K2K6,<nil>,true,1200,KARAZEMİN GÜLÜ,1288,"5,15",14.91,3y a d,57,0,0,0,4,da83ce9359cb4e12e9217bf28d3e2bc9,HÜSEYİN ALTUNKILIÇ,b812f72d5ffa477a58f5e0584337d924,17,MAHMUT KARAKEÇİLİ,13981,MUHARREM SUSEN,2884,MAHMUT TARAÇ,1.29.80,31,84b0ff4dacef07945bc9915d0cd2aa31,21:00,16,false,11,KG K DB ÖG,3,5
0,03/09/2025,,kum,3 ve Yukarı İngilizler,16,true,ELAZIG,Açık,0.53.74-0.53.98,1.35.71,,,1,Normal,219673,Handikap 16,59,7,K6K5C7K0K6K2,22.45,true,1500,MOZART,2378,"2,75",24.04,4y d a,60.5,0,0,0,6,01037b8ac2317d6bf84de6412311419a,İSA AKYAVUZ,3895733c2fb27a80b7635a272c742b18,21,AHMET ÇİÇEK,2866,TURĞUT ÇİZİK,2859,MURAT AKÇA,1.40.56,35,762d0798887d3cf317c22e0afe6946ca,19:00,13,false,11,KG DB SK,1,2
0,03/09/2025,,kum,3 Yaşlı Araplar,28,false,ELAZIG,Açık,1.00.93,1.29.23,"1,5  Boy",,2,Normal,219659,Maiden,22,2,K5K7K4K3K4,19.01,true,1200,KARAZEMİN GÜLÜ,1288,"4,20",17.93,3y a d,57,0,0,0,8,da83ce9359cb4e12e9217bf28d3e2bc9,HÜSEYİN ALTUNKILIÇ,3895733c2fb27a80b7635a272c742b18,21,MAHMUT KARAKEÇİLİ,13981,MUHARREM SUSEN,2884,MAHMUT TARAÇ,1.28.27,35,fb94cde4ee741c0cad8e61ce08bc174b,19:30,16,false,13,KG DB SK ÖG,2,8
0,08/09/2025,,kum,3 ve Yukarı İngilizler,19,false,ELAZIG,Az Bulutlu,,1.51.59,"4,5 Boy",,4,Normal,219800,Handikap 14,38,4,K0K9K6K8K8K2,14.23,true,1600,DERKO,2378,"3,85",16.18,4y d a,60,0,0,0,6,4befd135e6346428a367ba7c1fa076ab,İSA AKYAVUZ,f31b243166d213014cbadf219ad7c66c,17,MEHMET EMİN DEMİRKAPU,12769,DİLBER DEMİRKAPU,2869,SELAHADDİN DİNÇEL,1.50.95,32,10692ca5e665bb6dee1e28ab991d5a59,19:00,4,false,12,DB SK,2,6
0,13/09/2025,,kum,3 ve Yukarı İngilizler,21,false,DBAKIR,Açık,1.02.48,2.26.29,"5,5 Boy",,7,Normal,219886,ŞARTLI 4,47,3,K2K4K4K5K3K6,5.69,true,2000,DAYWALKER,2881,"15,75",<nil>,4y d a,57,0,0,0,8,a916084588dba595ef985689786ec8eb,İZETTİN GÜREKE,a4877f14ab1344387f16607fa1ae4bd6,19,ŞEYHMUS KARAKAN,11533,MUHARREM SUSEN,2884,NİMET ARİF KURTEL,2.26.02,26,349d44695f8390586f7e9202694ca0f5,21:30,16,false,9,KG DB SK,<nil>,1
0,10/09/2025,,kum,3 ve Yukarı İngilizler,21,true,ELAZIG,Az Bulutlu,0.57.70-0.59.61,2.13.41,"1,5  Boy",,8,Normal,219832,ŞARTLI 3,62,4,K3K8K6K0K0K7,3.29,true,2000,SON OF SAVER,2496,"24,20",2.83,4y d a,58,0,0,0,6,69d2208ac0e05883e0df95129c2a9449,HASAN ALTUNDAĞ,50f7b152d0e0f3a2674a0e012fb70cf8,20,ERHAN AK,13398,FURKAN YALÇINKAYA,2974,AHMET BAKIR,2.20.78,29,223735749cdd9591aba64e8b6cc395f5,19:00,8,false,11,DB SK,9,8
0,10/09/2025,,kum,4 Yaşlı Araplar,7,false,ELAZIG,Az Bulutlu,1.02.12,,,,5,Normal,219831,KV-6,61,9,K2K4K7K4K3K5,6.66,true,1600,DERBEDER ALİ,1081,"14,70",6.87,4y a a,60,0,0,0,1,6f1f80424712c4b5745ed1fa9080a364,MEHMET DOĞAN,50f7b152d0e0f3a2674a0e012fb70cf8,20,İSMAİL GÜRLER,8625,MUHARREM SUSEN,2884,İSMAİL GÜRLER,2.04.74,29,42c9efebd0f100ff9a10e109b2f6807d,19:30,16,false,15,KG DB SK,5,1
0,13/09/2025,,kum,3 Yaşlı İngilizler,14,true,DBAKIR,Açık,0.58.65-0.59.36,2.01.91,"3,5 Boy",,1,Normal,219883,KV-6,43,2,K6K1K5K5K1K2,16.39,true,1800,BRO BORA,267,"2,40",<nil>,3y a e,58,0,0,0,7,36582d36910fb2b3045a3c124cbf0f28,FERİT YARDIMCI,a4877f14ab1344387f16607fa1ae4bd6,19,ABDULVEHAP AKDAĞ,11733,HALİL ÇALI,2955,SONGÜL ŞİMŞEK,2.08.01,26,8ee70c567442317a2dfb9eb56efede20,22:00,19,false,11,KG DB SK DS,<nil>,11
2,10/09/2025,,kum,2 Yaşlı İngilizler,91,false,ELAZIG,Az Bulutlu,0.53.63-0.53.87,,,,6,Normal,219830,ŞARTLI 3,,<nil>,K9K6,1.76,true,1200,ANGEL,2331,"5,70",<nil>,2y d d,53,0,0,0,6,e3c89a905ec431735ac6e832d7941c22,MUHAMMED BARAN ÇAKMAK,50f7b152d0e0f3a2674a0e012fb70cf8,20,MUSTAFA TAŞKAYA,22312,MUHAMMET YILDIRIM,2356,ŞAHAP GÜRE,,29,6a06b663fc21dea37491016d404e081e,18:30,18,true,6,KG K DS,<nil>,6
2,16/08/2025,,kum,3 ve Yukarı İngilizler,14,true,DBAKIR,Açık,1.02.24-1.03.80,2.07.28,10 Boy,4 Boy,4,Normal,219301,Handikap 14,35,1,K4K9K6K1K5K5,9.30,true,1900,BRO BORA,2320,"9,70",<nil>,3y a e,54.5,0,0,0,7,36582d36910fb2b3045a3c124cbf0f28,FETHULLAH FELHAN,2e5c51e76072995ce6439b478420bbe2,5,ABDULVEHAP AKDAĞ,11733,HALİL ÇALI,2955,SONGÜL ŞİMŞEK,2.17.98,35,e2b7a14fda24c2daefaff3b0d7b59790,21:00,18,false,10,KG DB SK DS,<nil>,10
1.5,21/07/2025,,kum,3 Yaşlı İngilizler,14,false,ELAZIG,Açık,0.55.62-0.56.85,,"5,5 Boy",,<nil>,Normal,218738,Maiden,21,2,K6K0K0K9K5K3,<nil>,true,1600,BETULLA,1081,"6,25",12.47,3y d d,56,0,0,0,11,f962067a77d6d116734caba5ab8b474d,MEHMET DOĞAN,37507bbfa08d2765eb6895760136e7b8,17,SELAMİ NURAL,6095,MUHAMMET YILDIRIM,2356,NİLAY KARADAĞ,1.47.98,37,ed0dfa5cb05be725ba3e9f75304fdbf2,21:30,12,false,15,DB SKG SK,3,6
0.3,16/08/2025,,kum,3 ve Yukarı İngilizler,7,false,DBAKIR,Açık,0.56.38-0.56.93,1.23.08,"2,5 Boy",,5,Normal,219300,ŞARTLI 2,47,3,K8K4K2K4K4K5,9.66,true,1200,DAYWALKER,2881,"15,75",<nil>,4y d a,56,4,0,0,2,a916084588dba595ef985689786ec8eb,İZETTİN GÜREKE,2e5c51e76072995ce6439b478420bbe2,5,ŞEYHMUS KARAKAN,11533,MUHARREM SUSEN,2884,NİMET ARİF KURTEL,1.23.30,35,ee491ba9f056ea18390d02200c3be16b,21:30,17,false,12,KG DB SK,<nil>,2
2,13/08/2025,,kum,2 Yaşlı İngilizler,14,false,ELAZIG,Açık,0.52.93,1.21.87,,,<nil>,Normal,219200,Maiden,,13,K5,<nil>,true,1200,PROBABLY THE BEST,1025,"30,95",1.93,2y a d,55,0,0,0,12,4816ce66deb30151d65006ab098c3c6d,MEHMET ALİ AKTÜRK,284da04b96420ad585e055a5566aaec9,15,CEMİL TAHİR BURHANLIOĞLU,8587,MUHARREM SUSEN,2884,CEMİL TAHİR BURHANLIOĞLU,1.27.99,36,c16a8c0dc1ac751a3c2e3bb4b07026c2,21:00,19,false,13,SKG SK,8,12
0,21/07/2025,,kum,2 Yaşlı İngilizler,42,true,ELAZIG,Açık,0.53.58-0.53.78,1.18.70,"8,5 Boy",,4,Normal,218745,ŞARTLI 4,32,4,K2K2K1,9.70,true,1200,ONCHAO,540,"7,95",<nil>,2y a d,55,0,0,0,3,a0c7e2d7ab41cd28b852422740e13e78,NECMİ ALTIN,37507bbfa08d2765eb6895760136e7b8,17,TARIK KAR,21878,MUHARREM SUSEN,2884,BAYRAM ÖZÇELİK,1.21.96,37,2482e2fe0d1931f62241c00bb4344eb9,18:30,20,false,5,KG SK,<nil>,5
0.8,13/08/2025,,kum,2 Yaşlı İngilizler,21,false,ELAZIG,Açık,0.52.93,1.22.92,,5 Boy,<nil>,Normal,219200,Maiden,,5,K8K7,<nil>,true,1200,DÜZCE ASLANI,2331,"83,60",0.61,2y d e,54,3,0,0,2,5be1a57648732011d460ffceec319b69,MUHAMMED BARAN ÇAKMAK,284da04b96420ad585e055a5566aaec9,15,MAHMUT CANLIKA,12325,MUHARREM SUSEN,2884,VOLKAN YOZGATLI,1.20.65,36,c16a8c0dc1ac751a3c2e3bb4b07026c2,21:00,18,false,13,KG K DB,11,8
0.3,10/08/2025,Normal,cim,3 Yaşlı Araplar,22,false,ISTANBUL,Parçalı Bulutlu,0.52.18-0.52.66,,"2,5 Boy",,2,Normal,219146,Handikap 14,49,2,K2C4K9C3C1C1,24.07,false,1400,BELALI CİBEK,1548,"3,20",<nil>,3y k e,57.5,0,3.3,0,2,a5714d76070e6436a578e3e16d730ad0,HIŞMAN ÇİZİK,d0e4626369d5ad84a27b22a97e76520d,46,VEYSİ KABAL,7334,SAMET AKYAVUZ,3043,RAMAZAN CİBEK,1.33.64,31,8d7d1e1fd81e268042d8666558e0ec13,14:30,20,false,6,KG DB SK,<nil>,5
0.7,14/09/2025,Normal,cim,3 Yaşlı Araplar,15,false,ADANA,Açık,0.53.17-0.53.92,,,,<nil>,Normal,219921,ŞARTLI 4,40,14,K4K1K3K1K0K5,<nil>,true,1300,AYDİLAN,2883,"56,05",0.57,3y a d,55,0,3.3,0,11,f4d6fd1a24a5ad4cd75ea532b34e0598,MEHMET NURİ SUNKAR,55b92b9d2d1000ee627b77d558dd7ad0,42,AHMET ÇİÇEK,2866,MUHARREM SUSEN,2884,SULTANSUYU TARIM İŞLETMELERİ,1.32.95,36,73db7d040c1ed5bc2979551845ed9ba4,20:00,18,false,14,KG DB SK,14,13
2,21/07/2025,,kum,4 Yaşlı Araplar,145,true,ELAZIG,Açık,1.00.41-1.00.74,1.25.44,,,<nil>,Normal,218749,ŞARTLI 4,36,8,K1K5K7K2K8K2,<nil>,true,1200,BEZANTAY,2320,"20,35",3.15,4y k a,55,3,0,0,3,8a9c859a56d6c62a2beac241242849f7,FETHULLAH FELHAN,37507bbfa08d2765eb6895760136e7b8,17,MEHMET GARİP BECENE,13931,NESİH DOĞAN,2424,ÖMER ALAK,1.35.50,37,cd2cde0ed360572d4df338a44fbfd5b5,20:30,18,false,9,KG DB SK,6,1
0.6,27/08/2025,,kum,2 Yaşlı İngilizler,14,false,ELAZIG,Açık,0.52.85,1.19.91,,,<nil>,Normal,219491,Maiden,22,7,K2K4K6K7K6K4,<nil>,true,1200,RANIL OĞLU,858,"33,60",2.81,2y a e,57,0,0,0,5,52970e7c7f64f41b260552574f8c0dbb,HALEF KATI,2896c672a8521da4b41c598e2708b950,19,BİLAL CAMUZ,5578,MUHARREM SUSEN,2884,BİLAL CAMUZ,1.19.92,35,b75bf8dfece2b29ade2e149116237165,21:30,14,false,13,KG DB SK,7,5
0,03/09/2025,,kum,4 ve Yukarı Araplar,14,true,ELAZIG,Açık,1.01.81-1.02.07,2.11.32,,,<nil>,Normal,219668,Handikap 16,61,5,K3K2K4K7K4K3,<nil>,true,1800,DERBEDER ALİ,540,"5,50",14.63,4y a a,59,0,0,0,5,6f1f80424712c4b5745ed1fa9080a364,NECMİ ALTIN,3895733c2fb27a80b7635a272c742b18,21,İSMAİL GÜRLER,8625,MUHARREM SUSEN,2884,İSMAİL GÜRLER,2.15.11,35,70a4a682737a450c6fb9fab2d69e6223,21:30,16,false,14,KG DB SK,3,6
0,04/09/2025,Normal,cim,3 Yaşlı Araplar,13,false,IZMIR,Açık,0.53.28-0.53.53,,,,<nil>,Normal,219677,Maiden,,14,C8,<nil>,true,1200,HIZLI MELİS,1023,"56,25",1.38,3y k d,57,0,3.3,0,7,6f9b529e01131d51e03a88f20e079069,SERCAN TIRPAN,c755cd7583cd5059253234a661d61076,32,LEVENT ŞENTÜRK,18589,ALİ RIZA AYDIN,131,HALİT KEKİK,1.48.12,34,42a6bbc452a83de1030f6ae2ab9592bc,21:00,19,false,14,KG K DB,11,4
1.1,30/07/2025,,kum,3 Yaşlı Araplar,16,false,ELAZIG,Açık,0.58.00,1.29.27,,,8,Normal,218926,ŞARTLI 5,16,5,K7K7K0K4,1.43,true,1200,AĞASAÇAN,2486,"23,40",1.35,3y a e,54,0,0,0,9,86b5062d21c930c88582ef9bae70cf08,AHMET HASAN BAYAR,04da12cb459dbdd04aa224be7d5490d7,12,GÜNAYDIN SAÇAN,3206,MUHARREM SUSEN,2884,GÜNAYDIN SAÇAN,1.27.77,41,b2d3532e6e07d4c921d382509702a845,19:30,16,false,10,KG SK,8,1
0,30/08/2025,,kum,3 Yaşlı Araplar,10,true,DBAKIR,Açık,1.03.41,1.25.33,,,6,Normal,219577,ŞARTLI 4,40,5,K6K4K1K3K1K0,7.50,true,1200,AYDİLAN,1459,"13,10",<nil>,3y a d,58,0,0,0,4,f4d6fd1a24a5ad4cd75ea532b34e0598,BURAK BEKTAŞ,73668256fd5703ab4abc5b550b7f0c63,14,AHMET ÇİÇEK,2866,MUHARREM SUSEN,2884,SULTANSUYU TARIM İŞLETMELERİ,1.34.61,32,ae1e203fe5cf77b3aa210bcb013aeed0,22:00,19,false,7,KG DB SK DS,<nil>,7
0.3,19/08/2025,Normal,cim,3 Yaşlı Araplar,9,true,ANKARA,Açık,0.53.04-0.53.68,1.33.64,,,6,Normal,219353,KV-7,52,10,C4K9C3C1C1C2,6.92,false,1400,BELALI CİBEK,889,"18,20",7.10,3y k e,57,0,3.3,0,4,a5714d76070e6436a578e3e16d730ad0,AYHAN KURŞUN,8e18641a171b6356f5c2479697a84690,46,VEYSİ KABAL,7334,ERDAL AKYAVUZ,271,RAMAZAN CİBEK,1.36.57,28,105e4a1350bd8891ac258b22ec14bc50,16:00,19,false,11,KG DB SK,5,1
0,01/09/2025,,kum,2 Yaşlı İngilizler,7,false,ELAZIG,Açık,0.53.19-0.54.65,1.17.50,4 Boy,,3,Normal,219630,Handikap 13,33,4,K3K2K9K3K3K1,17.25,true,1200,QUEEN OF VICTORY,2378,"4,50",16.72,2y d d,57,0,0,0,6,109903d6597e8c1c42f95446b7284ef0,İSA AKYAVUZ,a853e8080242a9ef345416f9269b53a9,14,MUHAMMED ALİ ÇİZİK,20726,TURĞUT ÇİZİK,2859,SEÇKİN DEMİRCİ,1.19.04,38,4e2f794d44344f211b32ac65c49f4977,20:30,20,false,7,KG DB SK,3,2
1.3,29/09/2025,,kum,3 Yaşlı Araplar,14,false,SANLIURFA,Açık,1.07.28,,"2,5 Boy",,3,Normal,220230,Handikap 14,37,1,K1K3K2,15.02,true,1700,ESSANCAR,2872,"5,90",14.08,3y a e,55.5,0,0,0,6,a7c2630fefad348f4d9479406dbb61dc,AZİZ AKDEMİR,5c48cb73ac24e5842113f3aad8173323,15,İSMAİL SANCAR,9689,HAKAN ATAKAYA,3045,İSMAİL SANCAR,2.15.32,30,fe89b58f7c112951c6d505ffcdec043f,19:00,18,false,10,KG SK,3,1
0,30/07/2025,,kum,3 ve Yukarı İngilizler,16,false,ELAZIG,Açık,0.57.20-0.58.16,,8 Boy,,4,Normal,218924,ŞARTLI 4,56,3,K9K2K6K1K8K1,12.15,true,1800,MEGA VELA,2881,"7,80",<nil>,4y d a,60,0,0,0,4,26284d5913155baa37f61562d8ea7260,İZETTİN GÜREKE,04da12cb459dbdd04aa224be7d5490d7,12,MEHMET NARÇİN,3560,MEHMET ALTIN,2907,HASAN HÜSEYİN TEMEL,2.03.39,41,a2d3fff24d6d30fd3e824d4b019349bc,17:45,20,false,8,DB SK GKR,<nil>,5
1.6,25/03/2023,,sentetik,4 Yaşlı Araplar,7,false,ISTANBUL,Puslu,0.54.60-0.54.72,,3 Boy,,4,,201254,ŞARTLI 5,41,3,K1K6K4K5K5K5,4.81,false,2200,GÖKKUZGUN,864,"14,35",<nil>,4y k  a,54,0,0,0,4,a7760e01c841fc6cea7d2c75bb3765f3,GÖKHAN KOCAKAYA,2165989ee2df2e4f895e63e83e743ed0,94,CUMA TEKDEMİR,16066,AYDIN GÜVEN GÖNÜLTAŞ,2770,İDRİS TANYILDIZ,2.35.84,9,94eddf2f6fa5b84d692f82a360c6caf3,13:30,17,false,5,KG K DB,<nil>,3
0,29/08/2025,Normal,sentetik,4 ve Yukarı Araplar,22,false,ISTANBUL,Çok Bulutlu,0.57.48-0.58.78,2.32.64,4 Boy,,5,Normal,219570,Handikap 15,52,2,K3K9K2K0K8K9,8.41,true,2200,GÖKKUZGUN,2869,"8,15",<nil>,6y k a,58,0,3.3,0,7,a7760e01c841fc6cea7d2c75bb3765f3,ALİ YILDIZ,6916846c6de5fd10173a7f1d28f04978,55,CUMA TEKDEMİR,16066,YASİN DEMİRKIRAN,1720,İDRİS TANYILDIZ,2.35.85,28,58efc0d61b3b852c193c426dcde01b31,17:45,11,false,12,KG K DB,<nil>,2
0,27/08/2025,,kum,2 Yaşlı İngilizler,,false,ELAZIG,Açık,0.52.07-0.52.18,,,,5,Normal,219492,Maiden,,5,,5.20,true,1200,KÜÇÜKÇOCUK,540,"9,10",5.61,2y d e,57,0,0,0,4,2037661fb466e1a4480c6a1ec5b289b1,NECMİ ALTIN,2896c672a8521da4b41c598e2708b950,19,HÜSEYİN YILDIZ,14682,GÖKHAN BALTA,1600,FUAT YILDIZ,1.19.53,35,764c9a2dd6cb2e99602d6f074bb86060,19:30,20,false,12,K,5,2
0.5,27/08/2025,,kum,2 Yaşlı İngilizler,49,false,ELAZIG,Açık,0.52.85,1.20.78,Baş,,<nil>,Normal,219491,Maiden,26,4,K4K3K2K5K3,<nil>,true,1200,NİFPAR,2717,"15,25",4.23,2y d d,57,0,0,0,10,ce253be632f9a4dab64a99a91acfa00e,YUSUF CENGİZ,2896c672a8521da4b41c598e2708b950,19,REŞİT KARAKEÇİLİ,10155,MEHMET ALTIN,2907,MURAT ALMAZ,1.19.06,35,b75bf8dfece2b29ade2e149116237165,21:30,17,false,13,,6,12
